,Country Name,Country Code,Death rate,gdp,population % 0-14,population % over 65,population % 15-65
0,Aruba,ABW,11.235,29342.1007300268,16.7994067760814,15.5434991763386,67.6570940475799
1,Africa Eastern and Southern,AFE,8.03689904019719,1539.16554316986,41.362729139574,3.1653388669746,55.4719319934514
2,Afghanistan,AFG,7.344,363.674087113049,43.424542703341,2.40405843848977,54.1713988581692
3,Africa Western and Central,AFW,10.6789520483923,1765.96530719796,43.0950269902435,2.88314634854301,54.0218266612134
4,Angola,AGO,8.009,1903.71740495688,45.1791048303746,2.59446984834862,52.2264253212768
5,Albania,ALB,11.325,6377.20309553753,16.2817238878905,16.2342409561742,67.4840351559353
6,Arab World,ARB,5.75036744684021,6414.72561815051,33.2089617950022,4.45365247942961,62.3373857255682
7,United Arab Emirates,ARE,1.874,44315.554183896,15.1430338314588,1.75841387177742,83.0985522967638
8,Argentina,ARG,8.955,10636.1155301986,23.3567371619625,11.8219073882904,64.8213554497471
9,Armenia,ARM,13.007,4966.51347122366,20.4225514860675,12.7454094422609,66.8320390716716
10,Antigua and Barbuda,ATG,6.365,16740.3481963818,18.8211693905245,10.1926099153074,70.9862206941681
11,Australia,AUS,6.7,60444.5023551978,18.3733291452377,16.5691553313983,65.057515523364
12,Austria,AUT,10.3,53637.7057109897,14.3854932066305,19.4411573442163,66.1733494491532
13,Azerbaijan,AZE,7.6,5408.04535175023,23.9249531076917,6.71658622444389,69.3584606678644
14,Burundi,BDI,7.474,221.15780340632,46.293461835123,2.47618297928654,51.2303551855904
15,Belgium,BEL,9.7,51268.3880373598,16.6881103554996,19.417070410728,63.8948192337724
16,Benin,BEN,9.434,1361.10074905831,42.5780042079281,3.07638478267309,54.3456110093988
17,Burkina Faso,BFA,8.958,893.077195986297,44.0909599017605,2.54720628889147,53.361833809348
18,Bangladesh,BGD,5.68,2457.92404902236,26.4529837165562,5.82711204442049,67.7199042390233
19,Bulgaria,BGR,21.7,12222.235645941,13.9947290591926,22.4211110655266,63.5841598752808
20,Bahrain,BHR,2.479,26860.0725018105,20.3771974395624,3.48870386132933,76.1340986991083
21,"Bahamas, The",BHS,8.986,28260.4325506367,19.6225596369747,8.5677932756484,71.8096470873768
22,Bosnia and Herzegovina,BIH,15.712,7230.19816280366,14.9193061450475,18.1432235291168,66.9374703258357
23,Belarus,BLR,16.544,7489.71894713888,16.8403350640924,16.8291690451227,66.330495890785
24,Belize,BLZ,6.353,6228.26730928353,28.2356867342781,4.95586592039117,66.8084473453307
25,Bermuda,BMU,11.3,111774.669092278,14.8983407338163,19.6813897328036,65.4202695333801
26,Bolivia,BOL,9.945,3345.19658838387,31.1219852986952,4.91015666909944,63.9678580322054
27,Brazil,BRA,8.326,7696.78553127562,20.5406675785072,9.58106488910599,69.8782675323868
28,Barbados,BRB,9.007,17225.4623044097,17.162192678152,15.7155329223558,67.1222743994922
29,Brunei Darussalam,BRN,5.211,31448.9136078023,22.3464377050248,5.81063513055349,71.8429271644217
30,Bhutan,BTN,6.477,3266.36277371286,22.8027110438574,6.13624802488532,71.0610409312573
31,Botswana,BWA,9.461,7238.79609591086,32.9147708855933,3.59247696377292,63.4927521506338
32,Central African Republic,CAF,11.393,461.137510928519,48.1835084566508,2.49913210263701,49.3173594407122
33,Canada,CAN,7.8,52358.6216405155,15.7333681352269,18.5212836520665,65.7453482127066
34,Central Europe and the Baltics,CEB,15.3957630206515,18790.4181600999,15.3782358617916,19.6032976567157,65.0184664814928
35,Switzerland,CHE,8.2,91991.6004583563,15.0657088700201,18.9653136117842,65.9689775181957
36,Channel Islands,CHI,8.44900771934701,67960.7269955768,15.2594196897793,16.2296918929718,68.5108884172489
37,Chile,CHL,7.426,16247.4010150765,18.4569535059805,12.6811424782852,68.8619040157343
38,China,CHN,7.18,12617.5049863004,17.66807221382,13.149753271767,69.182174514413
39,Cote d'Ivoire,CIV,9.001,2613.37889305378,41.7979307924606,2.40308798424528,55.7989812232941
40,Cameroon,CMR,8.582,1666.93280948232,42.4305134067792,2.70163811204006,54.8678484811807
41,"Congo, Dem. Rep.",COD,9.7,577.209215199828,46.5250082047524,2.96239701082397,50.5125947844236
42,"Congo, Rep.",COG,7.063,2290.38299445343,41.4012049064002,2.67778778115654,55.9210073124432
43,Colombia,COL,7.735,6182.70709867969,21.5959743198702,8.71970648973043,69.6843191903994
44,Comoros,COM,8.718,1577.47084066118,38.2633572107974,4.30378560548571,57.4328571837169
45,Cabo Verde,CPV,6.028,3557.83777540965,26.613513628439,5.44065994812263,67.9458264234384
46,Costa Rica,CRI,7.192,12537.2567461753,20.5484543235421,10.5302876993347,68.9212579771232
47,Caribbean small states,CSS,8.94012435154975,10114.1468413213,21.7899937953373,8.39039458537856,69.8196116192841
48,Curacao,CUW,11.1,17717.5964802588,17.402462986897,14.5785392302115,68.0189977828915
49,Cayman Islands,CYM,4.0,88475.6008787475,16.7848127274862,7.82479159328402,75.3903956792298
50,Cyprus,CYP,7.257,31552.03515625,15.9817085520838,14.480488479233,69.5378029686832
51,Czechia,CZE,13.3,26822.5141862111,16.0029438430681,20.4525880430708,63.5444681138611
52,Germany,DEU,12.3,51203.5544731043,13.8732844243212,22.1702655211463,63.9564500545325
53,Djibouti,DJI,9.147,3050.30628163732,30.7706745239393,4.49546948033006,64.7338559957307
54,Dominica,DMA,8.986,7668.15813216962,19.862592784395,9.31814258587951,70.8192646297255
55,Denmark,DNK,9.8,68007.7566732954,16.1651541305828,20.2687265752065,63.5661192942108
